round,emission_micro,total_supply_micro,halving_index
1488,100,148800,0
1489,100,148900,0
1490,100,149000,0
1491,100,149100,0
1492,100,149200,0
1493,100,149300,0
1494,100,149400,0
1495,100,149500,0
1496,100,149600,0
1497,100,149700,0
1498,100,149800,0
1499,100,149900,0
1500,100,150000,0
1501,100,150100,0
1502,100,150200,0
1503,100,150300,0
1504,100,150400,0
1505,100,150500,0
1506,100,150600,0
1507,100,150700,0
1508,100,150800,0
1509,100,150900,0
1510,100,151000,0
1511,100,151100,0
1512,100,151200,0
1513,100,151300,0
1514,100,151400,0
1515,100,151500,0
1516,100,151600,0
1517,100,151700,0
1518,100,151800,0
1519,100,151900,0
1520,100,152000,0
1521,100,152100,0
1522,100,152200,0
1523,100,152300,0
1524,100,152400,0
1525,100,152500,0
1526,100,152600,0
1527,100,152700,0
1528,100,152800,0
1529,100,152900,0
1530,100,153000,0
1531,100,153100,0
1532,100,153200,0
1533,100,153300,0
1534,100,153400,0
1535,100,153500,0
1536,100,153600,0
1537,100,153700,0
1538,100,153800,0
1539,100,153900,0
1540,100,154000,0
1541,100,154100,0
1542,100,154200,0
1543,100,154300,0
1544,100,154400,0
1545,100,154500,0
1546,100,154600,0
1547,100,154700,0
1548,100,154800,0
1549,100,154900,0
1550,100,155000,0
1551,100,155100,0
1552,100,155200,0
1553,100,155300,0
1554,100,155400,0
1555,100,155500,0
1556,100,155600,0
1557,100,155700,0
1558,100,155800,0
1559,100,155900,0
1560,100,156000,0
1561,100,156100,0
1562,100,156200,0
1563,100,156300,0
1564,100,156400,0
1565,100,156500,0
1566,100,156600,0
1567,100,156700,0
1568,100,156800,0
1569,100,156900,0
1570,100,157000,0
1571,100,157100,0
1572,100,157200,0
1573,100,157300,0
1574,100,157400,0
1575,100,157500,0
1576,100,157600,0
1577,100,157700,0
1578,100,157800,0
1579,100,157900,0
1580,100,158000,0
1581,100,158100,0
1582,100,158200,0
1583,100,158300,0
1584,100,158400,0
1585,100,158500,0
1586,100,158600,0
1587,100,158700,0
1588,100,158800,0
1589,100,158900,0
1590,100,159000,0
1591,100,159100,0
1592,100,159200,0
1593,100,159300,0
1594,100,159400,0
1595,100,159500,0
1596,100,159600,0
1597,100,159700,0
1598,100,159800,0
1599,100,159900,0
1600,100,160000,0
1601,100,160100,0
1602,100,160200,0
1603,100,160300,0
1604,100,160400,0
1605,100,160500,0
1606,100,160600,0
1607,100,160700,0
1608,100,160800,0
1609,100,160900,0
1610,100,161000,0
1611,100,161100,0
1612,100,161200,0
1613,100,161300,0
1614,100,161400,0
1615,100,161500,0
1616,100,161600,0
1617,100,161700,0
1618,100,161800,0
1619,100,161900,0
1620,100,162000,0
1621,100,162100,0
1622,100,162200,0
1623,100,162300,0
1624,100,162400,0
1625,100,162500,0
1626,100,162600,0
1627,100,162700,0
1628,100,162800,0
1629,100,162900,0
1630,100,163000,0
1631,100,163100,0
1632,100,163200,0
1633,100,163300,0
1634,100,163400,0
1635,100,163500,0
1636,100,163600,0
1637,100,163700,0
1638,100,163800,0
1639,100,163900,0
1640,100,164000,0
1641,100,164100,0
1642,100,164200,0
1643,100,164300,0
1644,100,164400,0
1645,100,164500,0
1646,100,164600,0
1647,100,164700,0
1648,100,164800,0
1649,100,164900,0
1650,100,165000,0
1651,100,165100,0
1652,100,165200,0
1653,100,165300,0
1654,100,165400,0
1655,100,165500,0
1656,100,165600,0
1657,100,165700,0
1658,100,165800,0
1659,100,165900,0
1660,100,166000,0
1661,100,166100,0
1662,100,166200,0
1663,100,166300,0
1664,100,166400,0
1665,100,166500,0
1666,100,166600,0
1667,100,166700,0
1668,100,166800,0
1669,100,166900,0
1670,100,167000,0
1671,100,167100,0
1672,100,167200,0
1673,100,167300,0
1674,100,167400,0
1675,100,167500,0
1676,100,167600,0
1677,100,167700,0
1678,100,167800,0
1679,100,167900,0
1680,100,168000,0
1681,100,168100,0
1682,100,168200,0
1683,100,168300,0
1684,100,168400,0
1685,100,168500,0
1686,100,168600,0
1687,100,168700,0
1688,100,168800,0
1689,100,168900,0
1690,100,169000,0
1691,100,169100,0
1692,100,169200,0
1693,100,169300,0
1694,100,169400,0
1695,100,169500,0
1696,100,169600,0
1697,100,169700,0
1698,100,169800,0
1699,100,169900,0
1700,100,170000,0
1701,100,170100,0
1702,100,170200,0
1703,100,170300,0
1704,100,170400,0
1705,100,170500,0
1706,100,170600,0
1707,100,170700,0
1708,100,170800,0
1709,100,170900,0
1710,100,171000,0
1711,100,171100,0
1712,100,171200,0
1713,100,171300,0
1714,100,171400,0
1715,100,171500,0
1716,100,171600,0
1717,100,171700,0
1718,100,171800,0
1719,100,171900,0
1720,100,172000,0
1721,100,172100,0
1722,100,172200,0
1723,100,172300,0
1724,100,172400,0
1725,100,172500,0
1726,100,172600,0
1727,100,172700,0
1728,100,172800,0
1729,100,172900,0
1730,100,173000,0
1731,100,173100,0
1732,100,173200,0
1733,100,173300,0
1734,100,173400,0
1735,100,173500,0
1736,100,173600,0
1737,100,173700,0
1738,100,173800,0
1739,100,173900,0
1740,100,174000,0
1741,100,174100,0
1742,100,174200,0
1743,100,174300,0
1744,100,174400,0
1745,100,174500,0
1746,100,174600,0
1747,100,174700,0
1748,100,174800,0
1749,100,174900,0
1750,100,175000,0
1751,100,175100,0
1752,100,175200,0
1753,100,175300,0
1754,100,175400,0
1755,100,175500,0
1756,100,175600,0
1757,100,175700,0
1758,100,175800,0
1759,100,175900,0
1760,100,176000,0
1761,100,176100,0
1762,100,176200,0
1763,100,176300,0
1764,100,176400,0
1765,100,176500,0
1766,100,176600,0
1767,100,176700,0
1768,100,176800,0
1769,100,176900,0
1770,100,177000,0
1771,100,177100,0
1772,100,177200,0
1773,100,177300,0
1774,100,177400,0
1775,100,177500,0
1776,100,177600,0
1777,100,177700,0
1778,100,177800,0
1779,100,177900,0
1780,100,178000,0
1781,100,178100,0
1782,100,178200,0
1783,100,178300,0
1784,100,178400,0
1785,100,178500,0
1786,100,178600,0
1787,100,178700,0
1788,100,178800,0
1789,100,178900,0
1790,100,179000,0
1791,100,179100,0
1792,100,179200,0
1793,100,179300,0
1794,100,179400,0
1795,100,179500,0
1796,100,179600,0
1797,100,179700,0
1798,100,179800,0
1799,100,179900,0
1800,100,180000,0
1801,100,180100,0
1802,100,180200,0
1803,100,180300,0
1804,100,180400,0
1805,100,180500,0
1806,100,180600,0
1807,100,180700,0
1808,100,180800,0
1809,100,180900,0
1810,100,181000,0
1811,100,181100,0
1812,100,181200,0
1813,100,181300,0
1814,100,181400,0
1815,100,181500,0
1816,100,181600,0
1817,100,181700,0
1818,100,181800,0
1819,100,181900,0
1820,100,182000,0
1821,100,182100,0
1822,100,182200,0
1823,100,182300,0
1824,100,182400,0
1825,100,182500,0
1826,100,182600,0
1827,100,182700,0
1828,100,182800,0
1829,100,182900,0
1830,100,183000,0
1831,100,183100,0
1832,100,183200,0
1833,100,183300,0
1834,100,183400,0
1835,100,183500,0
1836,100,183600,0
1837,100,183700,0
1838,100,183800,0
1839,100,183900,0
1840,100,184000,0
1841,100,184100,0
1842,100,184200,0
1843,100,184300,0
1844,100,184400,0
1845,100,184500,0
1846,100,184600,0
1847,100,184700,0
1848,100,184800,0
1849,100,184900,0
1850,100,185000,0
1851,100,185100,0
1852,100,185200,0
1853,100,185300,0
1854,100,185400,0
1855,100,185500,0
1856,100,185600,0
1857,100,185700,0
1858,100,185800,0
1859,100,185900,0
1860,100,186000,0
1861,100,186100,0
1862,100,186200,0
1863,100,186300,0
1864,100,186400,0
1865,100,186500,0
1866,100,186600,0
1867,100,186700,0
1868,100,186800,0
1869,100,186900,0
1870,100,187000,0
1871,100,187100,0
1872,100,187200,0
1873,100,187300,0
1874,100,187400,0
1875,100,187500,0
1876,100,187600,0
1877,100,187700,0
1878,100,187800,0
1879,100,187900,0
1880,100,188000,0
1881,100,188100,0
1882,100,188200,0
1883,100,188300,0
1884,100,188400,0
1885,100,188500,0
1886,100,188600,0
1887,100,188700,0
1888,100,188800,0
1889,100,188900,0
1890,100,189000,0
1891,100,189100,0
1892,100,189200,0
1893,100,189300,0
1894,100,189400,0
1895,100,189500,0
1896,100,189600,0
1897,100,189700,0
1898,100,189800,0
1899,100,189900,0
1900,100,190000,0
1901,100,190100,0
1902,100,190200,0
1903,100,190300,0
1904,100,190400,0
1905,100,190500,0
1906,100,190600,0
1907,100,190700,0
1908,100,190800,0
1909,100,190900,0
1910,100,191000,0
1911,100,191100,0
1912,100,191200,0
1913,100,191300,0
1914,100,191400,0
1915,100,191500,0
1916,100,191600,0
1917,100,191700,0
1918,100,191800,0
1919,100,191900,0
1920,100,192000,0
1921,100,192100,0
1922,100,192200,0
1923,100,192300,0
1924,100,192400,0
1925,100,192500,0
1926,100,192600,0
1927,100,192700,0
1928,100,192800,0
1929,100,192900,0
1930,100,193000,0
1931,100,193100,0
1932,100,193200,0
1933,100,193300,0
1934,100,193400,0
1935,100,193500,0
1936,100,193600,0
1937,100,193700,0
1938,100,193800,0
1939,100,193900,0
1940,100,194000,0
1941,100,194100,0
1942,100,194200,0
1943,100,194300,0
1944,100,194400,0
1945,100,194500,0
1946,100,194600,0
1947,100,194700,0
1948,100,194800,0
1949,100,194900,0
1950,100,195000,0
1951,100,195100,0
1952,100,195200,0
1953,100,195300,0
1954,100,195400,0
1955,100,195500,0
1956,100,195600,0
1957,100,195700,0
1958,100,195800,0
1959,100,195900,0
1960,100,196000,0
1961,100,196100,0
1962,100,196200,0
1963,100,196300,0
1964,100,196400,0
1965,100,196500,0
1966,100,196600,0
1967,100,196700,0
1968,100,196800,0
1969,100,196900,0
1970,100,197000,0
1971,100,197100,0
1972,100,197200,0
1973,100,197300,0
1974,100,197400,0
1975,100,197500,0
1976,100,197600,0
1977,100,197700,0
1978,100,197800,0
1979,100,197900,0
1980,100,198000,0
1981,100,198100,0
1982,100,198200,0
1983,100,198300,0
1984,100,198400,0
1985,100,198500,0
1986,100,198600,0
1987,100,198700,0
1988,100,198800,0
1989,100,198900,0
1990,100,199000,0
1991,100,199100,0
1992,100,199200,0
1993,100,199300,0
1994,100,199400,0
1995,100,199500,0
1996,100,199600,0
1997,100,199700,0
1998,100,199800,0
1999,100,199900,0
2000,50,199950,1
2001,0,199950,1
2002,50,200000,1
2003,0,200000,1
2004,50,200050,1
2005,50,200100,1
2006,0,200100,1
2007,50,200150,1
2008,50,200200,1
2009,50,200250,1
2010,50,200300,1
2011,0,200300,1
2012,50,200350,1
2013,50,200400,1
2014,0,200400,1
2015,50,200450,1
2016,0,200450,1
2017,0,200450,1
2018,50,200500,1
2019,0,200500,1
2020,50,200550,1
2021,50,200600,1
2022,50,200650,1
2023,0,200650,1
2024,0,200650,1
2025,0,200650,1
2026,0,200650,1
2027,0,200650,1
2028,0,200650,1
2029,50,200700,1
2030,50,200750,1
2031,0,200750,1
2032,50,200800,1
2033,50,200850,1
2034,50,200900,1
2035,50,200950,1
2036,50,201000,1
2037,50,201050,1
2038,50,201100,1
2039,50,201150,1
2040,0,201150,1
2041,0,201150,1
2042,50,201200,1
2043,50,201250,1
2044,50,201300,1
2045,50,201350,1
2046,0,201350,1
2047,50,201400,1
2048,0,201400,1
2049,0,201400,1
2050,50,201450,1
2051,50,201500,1
2052,0,201500,1
2053,0,201500,1
2054,0,201500,1
2055,0,201500,1
2056,50,201550,1
2057,0,201550,1
2058,0,201550,1
2059,0,201550,1
2060,0,201550,1
2061,50,201600,1
2062,0,201600,1
2063,0,201600,1
2064,0,201600,1
2065,0,201600,1
2066,50,201650,1
2067,50,201700,1
2068,0,201700,1
2069,50,201750,1
2070,50,201800,1
2071,50,201850,1
2072,50,201900,1
2073,0,201900,1
2074,0,201900,1
2075,0,201900,1
2076,50,201950,1
2077,0,201950,1
2078,0,201950,1
2079,50,202000,1
2080,50,202050,1
2081,0,202050,1
2082,0,202050,1
2083,0,202050,1
2084,0,202050,1
2085,0,202050,1
2086,0,202050,1
2087,0,202050,1
2088,50,202100,1
2089,50,202150,1
2090,0,202150,1
2091,50,202200,1
2092,50,202250,1
2093,0,202250,1
2094,0,202250,1
2095,50,202300,1
2096,50,202350,1
2097,50,202400,1
2098,50,202450,1
2099,50,202500,1
2100,0,202500,1
2101,0,202500,1
2102,50,202550,1
2103,0,202550,1
2104,0,202550,1
2105,50,202600,1
2106,50,202650,1
2107,50,202700,1
2108,50,202750,1
2109,0,202750,1
2110,0,202750,1
2111,50,202800,1
2112,0,202800,1
2113,50,202850,1
2114,50,202900,1
2115,0,202900,1
2116,50,202950,1
2117,0,202950,1
2118,0,202950,1
2119,0,202950,1
2120,0,202950,1
2121,0,202950,1
2122,0,202950,1
2123,0,202950,1
2124,0,202950,1
2125,50,203000,1
2126,0,203000,1
2127,50,203050,1
2128,0,203050,1
2129,0,203050,1
2130,0,203050,1
2131,50,203100,1
2132,50,203150,1
2133,50,203200,1
2134,50,203250,1
2135,0,203250,1
2136,50,203300,1
2137,50,203350,1
2138,50,203400,1
2139,50,203450,1
2140,50,203500,1
2141,50,203550,1
2142,50,203600,1
2143,0,203600,1
2144,0,203600,1
2145,0,203600,1
2146,0,203600,1
2147,50,203650,1
2148,50,203700,1
2149,50,203750,1
2150,50,203800,1
2151,0,203800,1
2152,0,203800,1
2153,50,203850,1
2154,50,203900,1
2155,0,203900,1
2156,50,203950,1
2157,50,204000,1
2158,50,204050,1
2159,50,204100,1
2160,0,204100,1
2161,50,204150,1
2162,50,204200,1
2163,50,204250,1
2164,0,204250,1
2165,0,204250,1
2166,50,204300,1
2167,0,204300,1
2168,50,204350,1
2169,0,204350,1
2170,0,204350,1
2171,0,204350,1
2172,0,204350,1
2173,50,204400,1
2174,50,204450,1
2175,0,204450,1
2176,0,204450,1
2177,50,204500,1
2178,0,204500,1
2179,0,204500,1
2180,50,204550,1
2181,0,204550,1
2182,50,204600,1
2183,50,204650,1
2184,0,204650,1
2185,0,204650,1
2186,50,204700,1
2187,0,204700,1
2188,50,204750,1
2189,0,204750,1
2190,0,204750,1
2191,0,204750,1
2192,50,204800,1
2193,0,204800,1
2194,50,204850,1
2195,50,204900,1
2196,0,204900,1
2197,0,204900,1
2198,0,204900,1
2199,0,204900,1
2200,0,204900,1
2201,50,204950,1
2202,50,205000,1
2203,0,205000,1
2204,0,205000,1
2205,50,205050,1
2206,50,205100,1
2207,50,205150,1
2208,0,205150,1
2209,50,205200,1
2210,0,205200,1
2211,50,205250,1
2212,0,205250,1
2213,0,205250,1
2214,50,205300,1
2215,50,205350,1
2216,50,205400,1
2217,0,205400,1
2218,0,205400,1
2219,50,205450,1
2220,50,205500,1
2221,50,205550,1
2222,50,205600,1
2223,50,205650,1
2224,0,205650,1
2225,50,205700,1
2226,0,205700,1
2227,0,205700,1
2228,0,205700,1
2229,0,205700,1
2230,0,205700,1
2231,50,205750,1
2232,0,205750,1
2233,50,205800,1
2234,0,205800,1
2235,0,205800,1
2236,50,205850,1
2237,0,205850,1
2238,0,205850,1
2239,0,205850,1
2240,50,205900,1
2241,50,205950,1
2242,0,205950,1
2243,50,206000,1
2244,0,206000,1
2245,0,206000,1
2246,50,206050,1
2247,50,206100,1
2248,50,206150,1
2249,0,206150,1
2250,50,206200,1
2251,50,206250,1
2252,50,206300,1
2253,0,206300,1
2254,0,206300,1
2255,50,206350,1
2256,0,206350,1
2257,50,206400,1
2258,50,206450,1
2259,0,206450,1
2260,50,206500,1
2261,50,206550,1
2262,0,206550,1
2263,0,206550,1
2264,0,206550,1
2265,0,206550,1
2266,0,206550,1
2267,0,206550,1
2268,50,206600,1
2269,0,206600,1
2270,0,206600,1
2271,50,206650,1
2272,50,206700,1
2273,50,206750,1
2274,0,206750,1
2275,50,206800,1
2276,0,206800,1
2277,0,206800,1
2278,50,206850,1
2279,50,206900,1
2280,0,206900,1
2281,0,206900,1
2282,50,206950,1
2283,0,206950,1
2284,50,207000,1
2285,0,207000,1
2286,50,207050,1
2287,0,207050,1
2288,0,207050,1
2289,50,207100,1
2290,0,207100,1
2291,0,207100,1
2292,0,207100,1
2293,50,207150,1
2294,50,207200,1
2295,0,207200,1
2296,50,207250,1
2297,50,207300,1
2298,50,207350,1
2299,0,207350,1
2300,0,207350,1
2301,0,207350,1
2302,0,207350,1
2303,50,207400,1
2304,0,207400,1
2305,0,207400,1
2306,50,207450,1
2307,50,207500,1
2308,0,207500,1
2309,0,207500,1
2310,0,207500,1
2311,0,207500,1
2312,0,207500,1
2313,0,207500,1
2314,50,207550,1
2315,50,207600,1
2316,50,207650,1
2317,0,207650,1
2318,0,207650,1
2319,50,207700,1
2320,50,207750,1
2321,50,207800,1
2322,50,207850,1
2323,50,207900,1
2324,50,207950,1
2325,0,207950,1
2326,50,208000,1
2327,50,208050,1
2328,50,208100,1
2329,0,208100,1
2330,0,208100,1
2331,50,208150,1
2332,50,208200,1
2333,50,208250,1
2334,50,208300,1
2335,50,208350,1
2336,0,208350,1
2337,0,208350,1
2338,50,208400,1
2339,0,208400,1
2340,50,208450,1
2341,0,208450,1
2342,50,208500,1
2343,0,208500,1
2344,50,208550,1
2345,0,208550,1
2346,50,208600,1
2347,50,208650,1
2348,0,208650,1
2349,50,208700,1
2350,0,208700,1
2351,0,208700,1
2352,50,208750,1
2353,50,208800,1
2354,0,208800,1
2355,50,208850,1
2356,50,208900,1
2357,50,208950,1
2358,50,209000,1
2359,50,209050,1
2360,0,209050,1
2361,0,209050,1
2362,50,209100,1
2363,0,209100,1
2364,0,209100,1
2365,0,209100,1
2366,50,209150,1
2367,0,209150,1
2368,0,209150,1
2369,50,209200,1
2370,50,209250,1
2371,50,209300,1
2372,50,209350,1
2373,0,209350,1
2374,0,209350,1
2375,50,209400,1
2376,0,209400,1
2377,50,209450,1
2378,0,209450,1
2379,50,209500,1
2380,0,209500,1
2381,0,209500,1
2382,50,209550,1
2383,0,209550,1
2384,50,209600,1
2385,50,209650,1
2386,50,209700,1
2387,50,209750,1
2388,0,209750,1
2389,50,209800,1
2390,50,209850,1
2391,50,209900,1
2392,0,209900,1
2393,0,209900,1
2394,0,209900,1
2395,0,209900,1
2396,50,209950,1
2397,50,210000,1
2398,0,210000,1
2399,0,210000,1
2400,50,210050,1
2401,0,210050,1
2402,0,210050,1
2403,50,210100,1
2404,50,210150,1
2405,0,210150,1
2406,50,210200,1
2407,50,210250,1
2408,50,210300,1
2409,50,210350,1
2410,0,210350,1
2411,0,210350,1
2412,0,210350,1
2413,50,210400,1
2414,0,210400,1
2415,0,210400,1
2416,50,210450,1
2417,50,210500,1
2418,0,210500,1
2419,0,210500,1
2420,0,210500,1
2421,50,210550,1
2422,50,210600,1
2423,0,210600,1
2424,0,210600,1
2425,0,210600,1
2426,50,210650,1
2427,0,210650,1
2428,50,210700,1
2429,50,210750,1
2430,0,210750,1
2431,50,210800,1
2432,50,210850,1
2433,50,210900,1
2434,0,210900,1
2435,0,210900,1
2436,50,210950,1
2437,50,211000,1
2438,50,211050,1
2439,0,211050,1
2440,50,211100,1
2441,50,211150,1
2442,0,211150,1
2443,50,211200,1
2444,0,211200,1
2445,50,211250,1
2446,50,211300,1
2447,50,211350,1
2448,50,211400,1
2449,50,211450,1
2450,50,211500,1
2451,0,211500,1
2452,50,211550,1
2453,0,211550,1
2454,50,211600,1
2455,0,211600,1
2456,50,211650,1
2457,0,211650,1
2458,50,211700,1
2459,0,211700,1
2460,0,211700,1
2461,50,211750,1
2462,0,211750,1
2463,50,211800,1
2464,50,211850,1
2465,50,211900,1
2466,50,211950,1
2467,50,212000,1
2468,0,212000,1
2469,50,212050,1
2470,0,212050,1
2471,50,212100,1
2472,0,212100,1
2473,50,212150,1
2474,0,212150,1
2475,50,212200,1
2476,50,212250,1
2477,0,212250,1
2478,50,212300,1
2479,0,212300,1
2480,50,212350,1
2481,50,212400,1
2482,50,212450,1
2483,0,212450,1
2484,50,212500,1
2485,0,212500,1
2486,0,212500,1
2487,0,212500,1
2488,0,212500,1
2489,50,212550,1
2490,0,212550,1
2491,50,212600,1
2492,50,212650,1
2493,50,212700,1
2494,50,212750,1
2495,0,212750,1
2496,50,212800,1
2497,0,212800,1
2498,50,212850,1
2499,50,212900,1
2500,0,212900,1
2501,0,212900,1
2502,50,212950,1
2503,50,213000,1
2504,0,213000,1
2505,50,213050,1
2506,50,213100,1
2507,50,213150,1
2508,50,213200,1
2509,0,213200,1
2510,0,213200,1
2511,0,213200,1
2512,50,213250,1
2513,50,213300,1
2514,50,213350,1
2515,50,213400,1
2516,50,213450,1
2517,50,213500,1
2518,50,213550,1
2519,0,213550,1
2520,50,213600,1
2521,0,213600,1
2522,0,213600,1
2523,0,213600,1
2524,50,213650,1
2525,50,213700,1
2526,50,213750,1
2527,0,213750,1
2528,0,213750,1
2529,50,213800,1
2530,50,213850,1
2531,0,213850,1
2532,0,213850,1
2533,0,213850,1
2534,50,213900,1
2535,50,213950,1
2536,0,213950,1
2537,50,214000,1
2538,0,214000,1
2539,50,214050,1
2540,0,214050,1
2541,0,214050,1
2542,50,214100,1
2543,0,214100,1
2544,50,214150,1
2545,50,214200,1
2546,0,214200,1
2547,0,214200,1
2548,50,214250,1
2549,0,214250,1
2550,50,214300,1
2551,0,214300,1
2552,50,214350,1
2553,50,214400,1
2554,50,214450,1
2555,50,214500,1
2556,50,214550,1
2557,0,214550,1
2558,50,214600,1
2559,50,214650,1
2560,50,214700,1
2561,50,214750,1
2562,0,214750,1
2563,50,214800,1
2564,0,214800,1
2565,0,214800,1
2566,0,214800,1
2567,50,214850,1
2568,50,214900,1
2569,50,214950,1
2570,0,214950,1
2571,0,214950,1
2572,50,215000,1
2573,0,215000,1
2574,50,215050,1
2575,50,215100,1
2576,50,215150,1
2577,0,215150,1
2578,50,215200,1
2579,50,215250,1
2580,50,215300,1
2581,0,215300,1
2582,0,215300,1
2583,50,215350,1
2584,50,215400,1
2585,0,215400,1
2586,0,215400,1
2587,50,215450,1
2588,50,215500,1
2589,0,215500,1
2590,50,215550,1
2591,0,215550,1
2592,0,215550,1
2593,0,215550,1
2594,0,215550,1
2595,50,215600,1
2596,50,215650,1
2597,0,215650,1
2598,50,215700,1
2599,50,215750,1
2600,50,215800,1
2601,50,215850,1
2602,0,215850,1
2603,50,215900,1
2604,0,215900,1
2605,0,215900,1
2606,50,215950,1
2607,50,216000,1
2608,50,216050,1
2609,50,216100,1
2610,0,216100,1
2611,50,216150,1
2612,50,216200,1
2613,0,216200,1
2614,0,216200,1
2615,0,216200,1
2616,50,216250,1
2617,50,216300,1
2618,50,216350,1
2619,50,216400,1
2620,50,216450,1
2621,0,216450,1
2622,0,216450,1
2623,50,216500,1
2624,50,216550,1
2625,0,216550,1
2626,50,216600,1
2627,0,216600,1
2628,50,216650,1
2629,50,216700,1
2630,0,216700,1
2631,50,216750,1
2632,0,216750,1
2633,50,216800,1
2634,50,216850,1
2635,0,216850,1
2636,50,216900,1
2637,50,216950,1
2638,50,217000,1
2639,50,217050,1
2640,50,217100,1
2641,0,217100,1
2642,0,217100,1
2643,0,217100,1
2644,50,217150,1
2645,0,217150,1
2646,50,217200,1
2647,50,217250,1
2648,50,217300,1
2649,50,217350,1
2650,50,217400,1
2651,50,217450,1
2652,50,217500,1
2653,50,217550,1
2654,0,217550,1
2655,50,217600,1
2656,0,217600,1
2657,0,217600,1
2658,0,217600,1
2659,0,217600,1
2660,50,217650,1
2661,50,217700,1
2662,0,217700,1
2663,50,217750,1
2664,50,217800,1
2665,50,217850,1
2666,0,217850,1
2667,50,217900,1
2668,50,217950,1
2669,50,218000,1
2670,0,218000,1
2671,0,218000,1
2672,50,218050,1
2673,50,218100,1
2674,50,218150,1
2675,0,218150,1
2676,50,218200,1
2677,0,218200,1
2678,0,218200,1
2679,0,218200,1
2680,0,218200,1
2681,50,218250,1
2682,50,218300,1
2683,50,218350,1
2684,50,218400,1
2685,0,218400,1
2686,0,218400,1
2687,50,218450,1
2688,50,218500,1
2689,50,218550,1
2690,50,218600,1
2691,0,218600,1
2692,50,218650,1
2693,50,218700,1
2694,50,218750,1
2695,50,218800,1
2696,0,218800,1
2697,0,218800,1
2698,50,218850,1
2699,0,218850,1
2700,50,218900,1
2701,0,218900,1
2702,0,218900,1
2703,0,218900,1
2704,0,218900,1
2705,0,218900,1
2706,0,218900,1
2707,50,218950,1
2708,50,219000,1
2709,0,219000,1
2710,50,219050,1
2711,50,219100,1
2712,50,219150,1
2713,0,219150,1
2714,0,219150,1
2715,50,219200,1
2716,0,219200,1
2717,50,219250,1
2718,0,219250,1
2719,50,219300,1
2720,50,219350,1
2721,0,219350,1
2722,50,219400,1
2723,0,219400,1
2724,0,219400,1
2725,0,219400,1
2726,0,219400,1
2727,50,219450,1
2728,0,219450,1
2729,50,219500,1
2730,50,219550,1
2731,50,219600,1
2732,50,219650,1
2733,0,219650,1
2734,0,219650,1
2735,50,219700,1
2736,50,219750,1
2737,50,219800,1
2738,0,219800,1
2739,50,219850,1
2740,0,219850,1
2741,50,219900,1
2742,0,219900,1
2743,50,219950,1
2744,50,220000,1
2745,50,220050,1
2746,0,220050,1
2747,0,220050,1
2748,0,220050,1
2749,50,220100,1
2750,0,220100,1
2751,0,220100,1
2752,50,220150,1
2753,50,220200,1
2754,0,220200,1
2755,50,220250,1
2756,0,220250,1
2757,0,220250,1
2758,50,220300,1
2759,50,220350,1
2760,50,220400,1
2761,50,220450,1
2762,0,220450,1
2763,50,220500,1
2764,0,220500,1
2765,0,220500,1
2766,50,220550,1
2767,50,220600,1
2768,50,220650,1
2769,0,220650,1
2770,50,220700,1
2771,50,220750,1
2772,50,220800,1
2773,50,220850,1
2774,0,220850,1
2775,50,220900,1
2776,0,220900,1
2777,0,220900,1
2778,50,220950,1
2779,50,221000,1
2780,0,221000,1
2781,50,221050,1
2782,50,221100,1
2783,0,221100,1
2784,50,221150,1
2785,50,221200,1
2786,0,221200,1
2787,0,221200,1
2788,50,221250,1
2789,50,221300,1
2790,0,221300,1
2791,50,221350,1
2792,0,221350,1
2793,50,221400,1
2794,0,221400,1
2795,0,221400,1
2796,50,221450,1
2797,0,221450,1
2798,0,221450,1
2799,0,221450,1
2800,0,221450,1
2801,0,221450,1
2802,50,221500,1
2803,0,221500,1
2804,0,221500,1
2805,50,221550,1
2806,50,221600,1
2807,50,221650,1
2808,50,221700,1
2809,0,221700,1
2810,50,221750,1
2811,0,221750,1
2812,50,221800,1
2813,50,221850,1
2814,0,221850,1
2815,50,221900,1
2816,50,221950,1
2817,0,221950,1
2818,0,221950,1
2819,0,221950,1
2820,50,222000,1
2821,50,222050,1
2822,50,222100,1
2823,0,222100,1
2824,50,222150,1
2825,0,222150,1
2826,50,222200,1
2827,0,222200,1
2828,50,222250,1
2829,0,222250,1
2830,50,222300,1
2831,50,222350,1
2832,50,222400,1
2833,50,222450,1
2834,0,222450,1
2835,50,222500,1
2836,50,222550,1
2837,50,222600,1
2838,50,222650,1
2839,50,222700,1
2840,50,222750,1
2841,50,222800,1
2842,50,222850,1
2843,0,222850,1
2844,0,222850,1
2845,50,222900,1
2846,0,222900,1
2847,50,222950,1
2848,0,222950,1
2849,0,222950,1
2850,50,223000,1
2851,50,223050,1
2852,0,223050,1
2853,50,223100,1
2854,0,223100,1
2855,50,223150,1
2856,0,223150,1
2857,50,223200,1
2858,50,223250,1
2859,0,223250,1
2860,0,223250,1
2861,50,223300,1
2862,0,223300,1
2863,0,223300,1
2864,0,223300,1
2865,50,223350,1
2866,0,223350,1
2867,50,223400,1
2868,0,223400,1
2869,0,223400,1
2870,0,223400,1
2871,50,223450,1
2872,0,223450,1
2873,0,223450,1
2874,50,223500,1
2875,0,223500,1
2876,0,223500,1
2877,50,223550,1
2878,0,223550,1
2879,50,223600,1
2880,0,223600,1
2881,0,223600,1
2882,50,223650,1
2883,50,223700,1
2884,0,223700,1
