round,emission_micro,total_supply_micro,halving_index
2885,50,223750,1
2886,50,223800,1
2887,0,223800,1
2888,50,223850,1
2889,50,223900,1
2890,0,223900,1
2891,50,223950,1
2892,0,223950,1
2893,50,224000,1
2894,0,224000,1
2895,50,224050,1
2896,50,224100,1
2897,50,224150,1
2898,50,224200,1
2899,50,224250,1
2900,0,224250,1
2901,50,224300,1
2902,50,224350,1
2903,0,224350,1
2904,50,224400,1
2905,50,224450,1
2906,0,224450,1
2907,50,224500,1
2908,50,224550,1
2909,0,224550,1
2910,50,224600,1
2911,0,224600,1
2912,50,224650,1
2913,0,224650,1
2914,50,224700,1
2915,0,224700,1
2916,50,224750,1
2917,0,224750,1
2918,50,224800,1
2919,0,224800,1
2920,0,224800,1
2921,50,224850,1
2922,0,224850,1
2923,0,224850,1
2924,0,224850,1
2925,50,224900,1
2926,50,224950,1
2927,0,224950,1
2928,0,224950,1
2929,0,224950,1
2930,50,225000,1
2931,50,225050,1
2932,0,225050,1
2933,50,225100,1
2934,0,225100,1
2935,0,225100,1
2936,50,225150,1
2937,0,225150,1
2938,50,225200,1
2939,50,225250,1
2940,50,225300,1
2941,0,225300,1
2942,50,225350,1
2943,50,225400,1
2944,50,225450,1
2945,50,225500,1
2946,0,225500,1
2947,0,225500,1
2948,50,225550,1
2949,50,225600,1
2950,0,225600,1
2951,50,225650,1
2952,50,225700,1
2953,50,225750,1
2954,50,225800,1
2955,0,225800,1
2956,50,225850,1
2957,50,225900,1
2958,50,225950,1
2959,50,226000,1
2960,50,226050,1
2961,50,226100,1
2962,0,226100,1
2963,0,226100,1
2964,0,226100,1
2965,0,226100,1
2966,50,226150,1
2967,0,226150,1
2968,50,226200,1
2969,0,226200,1
2970,50,226250,1
2971,50,226300,1
2972,50,226350,1
2973,0,226350,1
2974,0,226350,1
2975,0,226350,1
2976,0,226350,1
2977,50,226400,1
2978,0,226400,1
2979,50,226450,1
2980,0,226450,1
2981,50,226500,1
2982,0,226500,1
2983,0,226500,1
2984,50,226550,1
2985,50,226600,1
2986,50,226650,1
2987,50,226700,1
2988,0,226700,1
2989,0,226700,1
2990,50,226750,1
2991,50,226800,1
2992,0,226800,1
2993,50,226850,1
2994,50,226900,1
2995,0,226900,1
2996,0,226900,1
2997,0,226900,1
2998,50,226950,1
2999,0,226950,1
3000,50,227000,1
3001,50,227050,1
3002,50,227100,1
3003,50,227150,1
3004,0,227150,1
3005,50,227200,1
3006,0,227200,1
3007,50,227250,1
3008,0,227250,1
3009,50,227300,1
3010,0,227300,1
3011,50,227350,1
3012,0,227350,1
3013,0,227350,1
3014,0,227350,1
3015,0,227350,1
3016,0,227350,1
3017,0,227350,1
3018,0,227350,1
3019,50,227400,1
3020,0,227400,1
3021,50,227450,1
3022,50,227500,1
3023,50,227550,1
3024,0,227550,1
3025,50,227600,1
3026,50,227650,1
3027,50,227700,1
3028,0,227700,1
3029,50,227750,1
3030,50,227800,1
3031,0,227800,1
3032,50,227850,1
3033,50,227900,1
3034,50,227950,1
3035,0,227950,1
3036,50,228000,1
3037,50,228050,1
3038,50,228100,1
3039,50,228150,1
3040,50,228200,1
3041,50,228250,1
3042,50,228300,1
3043,50,228350,1
3044,50,228400,1
3045,0,228400,1
3046,0,228400,1
3047,0,228400,1
3048,50,228450,1
3049,0,228450,1
3050,50,228500,1
3051,50,228550,1
3052,0,228550,1
3053,0,228550,1
3054,50,228600,1
3055,0,228600,1
3056,50,228650,1
3057,50,228700,1
3058,50,228750,1
3059,50,228800,1
3060,50,228850,1
3061,0,228850,1
3062,0,228850,1
3063,50,228900,1
3064,50,228950,1
3065,0,228950,1
3066,50,229000,1
3067,0,229000,1
3068,50,229050,1
3069,0,229050,1
3070,0,229050,1
3071,50,229100,1
3072,50,229150,1
3073,0,229150,1
3074,0,229150,1
3075,50,229200,1
3076,50,229250,1
3077,0,229250,1
3078,50,229300,1
3079,50,229350,1
3080,0,229350,1
3081,50,229400,1
3082,0,229400,1
3083,50,229450,1
3084,50,229500,1
3085,0,229500,1
3086,0,229500,1
3087,50,229550,1
3088,0,229550,1
3089,0,229550,1
3090,50,229600,1
3091,50,229650,1
3092,0,229650,1
3093,50,229700,1
3094,50,229750,1
3095,0,229750,1
3096,50,229800,1
3097,50,229850,1
3098,0,229850,1
3099,50,229900,1
3100,0,229900,1
3101,50,229950,1
3102,0,229950,1
3103,0,229950,1
3104,0,229950,1
3105,50,230000,1
3106,0,230000,1
3107,50,230050,1
3108,50,230100,1
3109,0,230100,1
3110,0,230100,1
3111,50,230150,1
3112,50,230200,1
3113,50,230250,1
3114,0,230250,1
3115,0,230250,1
3116,50,230300,1
3117,50,230350,1
3118,0,230350,1
3119,0,230350,1
3120,0,230350,1
3121,0,230350,1
3122,50,230400,1
3123,0,230400,1
3124,0,230400,1
3125,50,230450,1
3126,0,230450,1
3127,0,230450,1
3128,0,230450,1
3129,50,230500,1
3130,50,230550,1
3131,0,230550,1
3132,0,230550,1
3133,50,230600,1
3134,50,230650,1
3135,0,230650,1
3136,0,230650,1
3137,50,230700,1
3138,50,230750,1
3139,0,230750,1
3140,50,230800,1
3141,0,230800,1
3142,0,230800,1
3143,50,230850,1
3144,0,230850,1
3145,0,230850,1
3146,0,230850,1
3147,50,230900,1
3148,50,230950,1
3149,50,231000,1
3150,50,231050,1
3151,50,231100,1
3152,0,231100,1
3153,50,231150,1
3154,50,231200,1
3155,0,231200,1
3156,0,231200,1
3157,0,231200,1
3158,50,231250,1
3159,50,231300,1
3160,0,231300,1
3161,50,231350,1
3162,0,231350,1
3163,50,231400,1
3164,0,231400,1
3165,0,231400,1
3166,50,231450,1
3167,0,231450,1
3168,50,231500,1
3169,50,231550,1
3170,50,231600,1
3171,50,231650,1
3172,50,231700,1
3173,50,231750,1
3174,0,231750,1
3175,50,231800,1
3176,50,231850,1
3177,50,231900,1
3178,50,231950,1
3179,0,231950,1
3180,50,232000,1
3181,50,232050,1
3182,50,232100,1
3183,50,232150,1
3184,0,232150,1
3185,50,232200,1
3186,50,232250,1
3187,0,232250,1
3188,50,232300,1
3189,0,232300,1
3190,0,232300,1
3191,50,232350,1
3192,0,232350,1
3193,0,232350,1
3194,50,232400,1
3195,0,232400,1
3196,0,232400,1
3197,0,232400,1
3198,0,232400,1
3199,0,232400,1
3200,50,232450,1
3201,0,232450,1
3202,0,232450,1
3203,0,232450,1
3204,50,232500,1
3205,50,232550,1
3206,50,232600,1
3207,50,232650,1
3208,50,232700,1
3209,50,232750,1
3210,0,232750,1
3211,50,232800,1
3212,0,232800,1
3213,0,232800,1
3214,50,232850,1
3215,50,232900,1
3216,0,232900,1
3217,50,232950,1
3218,50,233000,1
3219,50,233050,1
3220,0,233050,1
3221,50,233100,1
3222,50,233150,1
3223,0,233150,1
3224,0,233150,1
3225,0,233150,1
3226,50,233200,1
3227,50,233250,1
3228,0,233250,1
3229,50,233300,1
3230,0,233300,1
3231,0,233300,1
3232,0,233300,1
3233,0,233300,1
3234,50,233350,1
3235,50,233400,1
3236,0,233400,1
3237,50,233450,1
3238,0,233450,1
3239,0,233450,1
3240,0,233450,1
3241,0,233450,1
3242,50,233500,1
3243,0,233500,1
3244,50,233550,1
3245,0,233550,1
3246,0,233550,1
3247,50,233600,1
3248,50,233650,1
3249,0,233650,1
3250,50,233700,1
3251,50,233750,1
3252,0,233750,1
3253,50,233800,1
3254,50,233850,1
3255,0,233850,1
3256,50,233900,1
3257,0,233900,1
3258,50,233950,1
3259,50,234000,1
3260,0,234000,1
3261,0,234000,1
3262,50,234050,1
3263,0,234050,1
3264,0,234050,1
3265,0,234050,1
3266,0,234050,1
3267,50,234100,1
3268,0,234100,1
3269,50,234150,1
3270,50,234200,1
3271,0,234200,1
3272,50,234250,1
3273,50,234300,1
3274,50,234350,1
3275,50,234400,1
3276,0,234400,1
3277,0,234400,1
3278,50,234450,1
3279,50,234500,1
3280,0,234500,1
3281,0,234500,1
3282,50,234550,1
3283,50,234600,1
3284,50,234650,1
3285,50,234700,1
3286,50,234750,1
3287,0,234750,1
3288,0,234750,1
3289,50,234800,1
3290,50,234850,1
3291,0,234850,1
3292,50,234900,1
3293,0,234900,1
3294,50,234950,1
3295,0,234950,1
3296,0,234950,1
3297,0,234950,1
3298,50,235000,1
3299,0,235000,1
3300,0,235000,1
3301,50,235050,1
3302,0,235050,1
3303,50,235100,1
3304,50,235150,1
3305,0,235150,1
3306,0,235150,1
3307,50,235200,1
3308,50,235250,1
3309,50,235300,1
3310,0,235300,1
3311,0,235300,1
3312,0,235300,1
3313,50,235350,1
3314,50,235400,1
3315,50,235450,1
3316,50,235500,1
3317,50,235550,1
3318,50,235600,1
3319,0,235600,1
3320,50,235650,1
3321,0,235650,1
3322,0,235650,1
3323,0,235650,1
3324,0,235650,1
3325,50,235700,1
3326,0,235700,1
3327,0,235700,1
3328,0,235700,1
3329,50,235750,1
3330,50,235800,1
3331,0,235800,1
3332,0,235800,1
3333,50,235850,1
3334,50,235900,1
3335,50,235950,1
3336,0,235950,1
3337,0,235950,1
3338,50,236000,1
3339,50,236050,1
3340,50,236100,1
3341,0,236100,1
3342,50,236150,1
3343,0,236150,1
3344,0,236150,1
3345,50,236200,1
3346,50,236250,1
3347,0,236250,1
3348,0,236250,1
3349,50,236300,1
3350,50,236350,1
3351,0,236350,1
3352,0,236350,1
3353,0,236350,1
3354,50,236400,1
3355,0,236400,1
3356,0,236400,1
3357,0,236400,1
3358,50,236450,1
3359,50,236500,1
3360,0,236500,1
3361,50,236550,1
3362,50,236600,1
3363,0,236600,1
3364,50,236650,1
3365,50,236700,1
3366,50,236750,1
3367,0,236750,1
3368,50,236800,1
3369,0,236800,1
3370,0,236800,1
3371,50,236850,1
3372,50,236900,1
3373,0,236900,1
3374,50,236950,1
3375,50,237000,1
3376,0,237000,1
3377,0,237000,1
3378,50,237050,1
3379,50,237100,1
3380,0,237100,1
3381,50,237150,1
3382,0,237150,1
3383,50,237200,1
3384,50,237250,1
3385,50,237300,1
3386,0,237300,1
3387,0,237300,1
3388,0,237300,1
3389,50,237350,1
3390,50,237400,1
3391,50,237450,1
3392,50,237500,1
3393,50,237550,1
3394,50,237600,1
3395,50,237650,1
3396,0,237650,1
3397,50,237700,1
3398,0,237700,1
3399,50,237750,1
3400,50,237800,1
3401,50,237850,1
3402,50,237900,1
3403,0,237900,1
3404,50,237950,1
3405,0,237950,1
3406,0,237950,1
3407,0,237950,1
3408,50,238000,1
3409,0,238000,1
3410,50,238050,1
3411,50,238100,1
3412,0,238100,1
3413,50,238150,1
3414,0,238150,1
3415,50,238200,1
3416,0,238200,1
3417,50,238250,1
3418,0,238250,1
3419,50,238300,1
3420,50,238350,1
3421,0,238350,1
3422,0,238350,1
3423,50,238400,1
3424,50,238450,1
3425,0,238450,1
3426,0,238450,1
3427,50,238500,1
3428,0,238500,1
3429,0,238500,1
3430,0,238500,1
3431,50,238550,1
3432,0,238550,1
3433,50,238600,1
3434,50,238650,1
3435,0,238650,1
3436,0,238650,1
3437,50,238700,1
3438,50,238750,1
3439,0,238750,1
3440,50,238800,1
3441,50,238850,1
3442,50,238900,1
3443,50,238950,1
3444,0,238950,1
3445,50,239000,1
3446,0,239000,1
3447,50,239050,1
3448,0,239050,1
3449,50,239100,1
3450,50,239150,1
3451,50,239200,1
3452,50,239250,1
3453,0,239250,1
3454,50,239300,1
3455,0,239300,1
3456,0,239300,1
3457,50,239350,1
3458,0,239350,1
3459,0,239350,1
3460,0,239350,1
3461,0,239350,1
3462,0,239350,1
3463,0,239350,1
3464,0,239350,1
3465,50,239400,1
3466,0,239400,1
3467,0,239400,1
3468,50,239450,1
3469,50,239500,1
3470,50,239550,1
3471,50,239600,1
3472,50,239650,1
3473,50,239700,1
3474,50,239750,1
3475,50,239800,1
3476,0,239800,1
3477,50,239850,1
3478,0,239850,1
3479,0,239850,1
3480,50,239900,1
3481,0,239900,1
3482,50,239950,1
3483,0,239950,1
3484,0,239950,1
3485,0,239950,1
3486,0,239950,1
3487,0,239950,1
3488,0,239950,1
3489,0,239950,1
3490,50,240000,1
3491,0,240000,1
3492,0,240000,1
3493,0,240000,1
3494,0,240000,1
3495,0,240000,1
3496,0,240000,1
3497,50,240050,1
3498,0,240050,1
3499,50,240100,1
3500,50,240150,1
3501,50,240200,1
3502,50,240250,1
3503,0,240250,1
3504,50,240300,1
3505,50,240350,1
3506,0,240350,1
3507,0,240350,1
3508,0,240350,1
3509,50,240400,1
3510,50,240450,1
3511,50,240500,1
3512,0,240500,1
3513,0,240500,1
3514,50,240550,1
3515,0,240550,1
3516,0,240550,1
3517,0,240550,1
3518,50,240600,1
3519,0,240600,1
3520,0,240600,1
3521,0,240600,1
3522,50,240650,1
3523,50,240700,1
3524,0,240700,1
3525,50,240750,1
3526,0,240750,1
3527,50,240800,1
3528,50,240850,1
3529,50,240900,1
3530,50,240950,1
3531,50,241000,1
3532,50,241050,1
3533,0,241050,1
3534,50,241100,1
3535,50,241150,1
3536,50,241200,1
3537,0,241200,1
3538,0,241200,1
3539,50,241250,1
3540,50,241300,1
3541,50,241350,1
3542,0,241350,1
3543,0,241350,1
3544,0,241350,1
3545,50,241400,1
3546,50,241450,1
3547,50,241500,1
3548,50,241550,1
3549,50,241600,1
3550,50,241650,1
3551,0,241650,1
3552,0,241650,1
3553,0,241650,1
3554,0,241650,1
3555,50,241700,1
3556,0,241700,1
3557,50,241750,1
3558,0,241750,1
3559,50,241800,1
3560,0,241800,1
3561,50,241850,1
3562,50,241900,1
3563,50,241950,1
3564,0,241950,1
3565,0,241950,1
3566,0,241950,1
3567,50,242000,1
3568,50,242050,1
3569,0,242050,1
3570,50,242100,1
3571,0,242100,1
3572,50,242150,1
3573,50,242200,1
3574,50,242250,1
3575,50,242300,1
3576,50,242350,1
3577,50,242400,1
3578,0,242400,1
3579,0,242400,1
3580,0,242400,1
3581,0,242400,1
3582,0,242400,1
3583,50,242450,1
3584,50,242500,1
3585,50,242550,1
3586,0,242550,1
3587,0,242550,1
3588,50,242600,1
3589,50,242650,1
3590,50,242700,1
3591,50,242750,1
3592,50,242800,1
3593,0,242800,1
3594,50,242850,1
3595,50,242900,1
3596,50,242950,1
3597,50,243000,1
3598,50,243050,1
3599,0,243050,1
3600,50,243100,1
3601,50,243150,1
3602,0,243150,1
3603,0,243150,1
3604,50,243200,1
3605,0,243200,1
3606,50,243250,1
3607,0,243250,1
3608,0,243250,1
3609,50,243300,1
3610,50,243350,1
3611,50,243400,1
3612,50,243450,1
3613,0,243450,1
3614,50,243500,1
3615,0,243500,1
3616,50,243550,1
3617,0,243550,1
3618,0,243550,1
3619,0,243550,1
3620,50,243600,1
3621,50,243650,1
3622,50,243700,1
3623,0,243700,1
3624,0,243700,1
3625,50,243750,1
3626,50,243800,1
3627,0,243800,1
3628,50,243850,1
3629,0,243850,1
3630,0,243850,1
3631,50,243900,1
3632,50,243950,1
3633,50,244000,1
3634,50,244050,1
3635,0,244050,1
3636,0,244050,1
3637,50,244100,1
3638,50,244150,1
3639,50,244200,1
3640,50,244250,1
3641,50,244300,1
3642,0,244300,1
3643,50,244350,1
3644,50,244400,1
3645,50,244450,1
3646,0,244450,1
3647,50,244500,1
3648,0,244500,1
3649,50,244550,1
3650,0,244550,1
3651,50,244600,1
3652,50,244650,1
3653,0,244650,1
3654,50,244700,1
3655,0,244700,1
3656,50,244750,1
3657,50,244800,1
3658,0,244800,1
3659,50,244850,1
3660,0,244850,1
3661,0,244850,1
3662,50,244900,1
3663,0,244900,1
3664,0,244900,1
3665,50,244950,1
3666,50,245000,1
3667,0,245000,1
3668,50,245050,1
3669,50,245100,1
3670,0,245100,1
3671,50,245150,1
3672,0,245150,1
3673,50,245200,1
3674,0,245200,1
3675,50,245250,1
3676,0,245250,1
3677,50,245300,1
3678,50,245350,1
3679,50,245400,1
3680,50,245450,1
3681,0,245450,1
3682,0,245450,1
3683,0,245450,1
3684,0,245450,1
3685,50,245500,1
3686,50,245550,1
3687,0,245550,1
3688,0,245550,1
3689,50,245600,1
3690,50,245650,1
3691,50,245700,1
3692,0,245700,1
3693,50,245750,1
3694,0,245750,1
3695,50,245800,1
3696,50,245850,1
3697,0,245850,1
3698,0,245850,1
3699,50,245900,1
3700,50,245950,1
3701,0,245950,1
3702,50,246000,1
3703,0,246000,1
3704,50,246050,1
3705,50,246100,1
3706,0,246100,1
3707,0,246100,1
3708,50,246150,1
3709,0,246150,1
3710,0,246150,1
3711,0,246150,1
3712,50,246200,1
3713,0,246200,1
3714,0,246200,1
3715,0,246200,1
3716,0,246200,1
3717,0,246200,1
3718,0,246200,1
3719,0,246200,1
3720,0,246200,1
3721,50,246250,1
3722,50,246300,1
3723,50,246350,1
3724,50,246400,1
3725,50,246450,1
3726,50,246500,1
3727,0,246500,1
3728,50,246550,1
3729,0,246550,1
3730,50,246600,1
3731,50,246650,1
3732,50,246700,1
3733,50,246750,1
3734,0,246750,1
3735,50,246800,1
3736,0,246800,1
3737,50,246850,1
3738,0,246850,1
3739,50,246900,1
3740,50,246950,1
3741,0,246950,1
3742,50,247000,1
3743,50,247050,1
3744,50,247100,1
3745,50,247150,1
3746,50,247200,1
3747,50,247250,1
3748,0,247250,1
3749,0,247250,1
3750,50,247300,1
3751,50,247350,1
3752,0,247350,1
3753,50,247400,1
3754,0,247400,1
3755,0,247400,1
3756,0,247400,1
3757,50,247450,1
3758,50,247500,1
3759,50,247550,1
3760,50,247600,1
3761,50,247650,1
3762,50,247700,1
3763,0,247700,1
3764,50,247750,1
3765,0,247750,1
3766,0,247750,1
3767,0,247750,1
3768,50,247800,1
3769,50,247850,1
3770,50,247900,1
3771,0,247900,1
3772,0,247900,1
3773,50,247950,1
3774,50,248000,1
3775,0,248000,1
3776,50,248050,1
3777,50,248100,1
3778,50,248150,1
3779,0,248150,1
3780,50,248200,1
3781,0,248200,1
3782,50,248250,1
3783,0,248250,1
3784,0,248250,1
3785,0,248250,1
3786,50,248300,1
3787,0,248300,1
3788,50,248350,1
3789,0,248350,1
3790,50,248400,1
3791,0,248400,1
3792,0,248400,1
3793,50,248450,1
3794,0,248450,1
3795,50,248500,1
3796,0,248500,1
3797,0,248500,1
3798,50,248550,1
3799,50,248600,1
3800,0,248600,1
3801,0,248600,1
3802,50,248650,1
3803,50,248700,1
3804,0,248700,1
3805,0,248700,1
3806,0,248700,1
3807,50,248750,1
3808,50,248800,1
3809,50,248850,1
3810,50,248900,1
3811,50,248950,1
3812,0,248950,1
3813,0,248950,1
3814,50,249000,1
3815,50,249050,1
3816,0,249050,1
3817,50,249100,1
3818,50,249150,1
3819,50,249200,1
3820,0,249200,1
3821,50,249250,1
3822,0,249250,1
3823,0,249250,1
3824,50,249300,1
3825,0,249300,1
3826,0,249300,1
3827,50,249350,1
3828,50,249400,1
3829,50,249450,1
3830,0,249450,1
3831,50,249500,1
3832,0,249500,1
3833,50,249550,1
3834,0,249550,1
3835,50,249600,1
3836,0,249600,1
3837,0,249600,1
3838,0,249600,1
3839,0,249600,1
3840,0,249600,1
3841,50,249650,1
3842,50,249700,1
3843,0,249700,1
3844,50,249750,1
3845,50,249800,1
3846,50,249850,1
3847,0,249850,1
3848,0,249850,1
3849,50,249900,1
3850,50,249950,1
3851,50,250000,1
3852,50,250050,1
3853,0,250050,1
3854,0,250050,1
3855,50,250100,1
3856,0,250100,1
3857,50,250150,1
3858,0,250150,1
3859,50,250200,1
3860,50,250250,1
3861,0,250250,1
3862,50,250300,1
3863,50,250350,1
3864,50,250400,1
3865,50,250450,1
3866,50,250500,1
3867,0,250500,1
3868,0,250500,1
3869,50,250550,1
3870,0,250550,1
3871,50,250600,1
3872,0,250600,1
3873,0,250600,1
3874,0,250600,1
3875,50,250650,1
3876,50,250700,1
3877,50,250750,1
3878,0,250750,1
3879,50,250800,1
3880,50,250850,1
3881,50,250900,1
3882,50,250950,1
3883,50,251000,1
3884,50,251050,1
3885,0,251050,1
3886,0,251050,1
3887,0,251050,1
3888,50,251100,1
3889,50,251150,1
3890,50,251200,1
3891,50,251250,1
3892,0,251250,1
3893,50,251300,1
3894,50,251350,1
3895,50,251400,1
3896,0,251400,1
3897,0,251400,1
3898,0,251400,1
3899,50,251450,1
3900,0,251450,1
3901,0,251450,1
3902,50,251500,1
3903,50,251550,1
3904,50,251600,1
3905,0,251600,1
3906,0,251600,1
3907,50,251650,1
3908,0,251650,1
3909,0,251650,1
3910,0,251650,1
3911,50,251700,1
3912,50,251750,1
3913,0,251750,1
3914,0,251750,1
3915,50,251800,1
3916,0,251800,1
3917,0,251800,1
3918,0,251800,1
3919,0,251800,1
3920,0,251800,1
3921,50,251850,1
3922,50,251900,1
3923,0,251900,1
3924,0,251900,1
3925,0,251900,1
3926,0,251900,1
3927,0,251900,1
3928,50,251950,1
3929,50,252000,1
3930,50,252050,1
3931,0,252050,1
3932,50,252100,1
3933,0,252100,1
3934,50,252150,1
3935,50,252200,1
3936,50,252250,1
3937,0,252250,1
3938,0,252250,1
3939,0,252250,1
3940,0,252250,1
3941,0,252250,1
3942,0,252250,1
3943,0,252250,1
3944,50,252300,1
3945,0,252300,1
3946,0,252300,1
3947,50,252350,1
3948,0,252350,1
3949,50,252400,1
3950,50,252450,1
3951,50,252500,1
3952,50,252550,1
3953,50,252600,1
3954,50,252650,1
3955,50,252700,1
3956,50,252750,1
3957,0,252750,1
3958,50,252800,1
3959,0,252800,1
3960,50,252850,1
3961,50,252900,1
3962,50,252950,1
3963,50,253000,1
3964,50,253050,1
3965,0,253050,1
3966,0,253050,1
3967,0,253050,1
3968,50,253100,1
3969,50,253150,1
3970,50,253200,1
3971,50,253250,1
3972,50,253300,1
3973,0,253300,1
3974,50,253350,1
3975,0,253350,1
3976,0,253350,1
3977,50,253400,1
3978,0,253400,1
3979,0,253400,1
3980,50,253450,1
3981,50,253500,1
3982,50,253550,1
3983,50,253600,1
3984,50,253650,1
3985,0,253650,1
3986,50,253700,1
3987,0,253700,1
3988,0,253700,1
3989,50,253750,1
3990,50,253800,1
3991,0,253800,1
3992,50,253850,1
3993,0,253850,1
3994,0,253850,1
3995,50,253900,1
3996,50,253950,1
3997,50,254000,1
3998,0,254000,1
3999,50,254050,1
4000,25,254075,2
4001,25,254100,2
4002,25,254125,2
4003,25,254150,2
4004,0,254150,2
4005,0,254150,2
4006,0,254150,2
4007,0,254150,2
4008,0,254150,2
4009,0,254150,2
4010,0,254150,2
4011,0,254150,2
4012,0,254150,2
4013,0,254150,2
4014,0,254150,2
4015,25,254175,2
4016,25,254200,2
4017,0,254200,2
4018,0,254200,2
4019,0,254200,2
4020,0,254200,2
4021,25,254225,2
4022,0,254225,2
4023,0,254225,2
4024,0,254225,2
4025,0,254225,2
4026,25,254250,2
4027,0,254250,2
4028,25,254275,2
4029,25,254300,2
4030,0,254300,2
4031,0,254300,2
4032,25,254325,2
4033,0,254325,2
4034,0,254325,2
4035,0,254325,2
4036,25,254350,2
4037,25,254375,2
4038,25,254400,2
4039,0,254400,2
4040,0,254400,2
4041,0,254400,2
4042,0,254400,2
4043,0,254400,2
4044,0,254400,2
4045,0,254400,2
4046,0,254400,2
4047,0,254400,2
4048,25,254425,2
4049,25,254450,2
4050,25,254475,2
4051,0,254475,2
4052,0,254475,2
4053,0,254475,2
4054,0,254475,2
4055,25,254500,2
4056,0,254500,2
4057,0,254500,2
4058,0,254500,2
4059,0,254500,2
4060,0,254500,2
4061,0,254500,2
4062,0,254500,2
4063,0,254500,2
4064,0,254500,2
4065,25,254525,2
4066,25,254550,2
4067,0,254550,2
4068,0,254550,2
4069,0,254550,2
4070,0,254550,2
4071,0,254550,2
4072,0,254550,2
4073,0,254550,2
4074,0,254550,2
4075,0,254550,2
4076,25,254575,2
4077,25,254600,2
4078,0,254600,2
4079,0,254600,2
4080,25,254625,2
4081,0,254625,2
4082,0,254625,2
4083,0,254625,2
4084,0,254625,2
4085,0,254625,2
4086,0,254625,2
4087,0,254625,2
4088,25,254650,2
4089,0,254650,2
4090,0,254650,2
4091,25,254675,2
4092,0,254675,2
4093,0,254675,2
4094,0,254675,2
4095,0,254675,2
4096,0,254675,2
4097,0,254675,2
4098,25,254700,2
4099,0,254700,2
4100,0,254700,2
4101,0,254700,2
4102,0,254700,2
4103,0,254700,2
4104,0,254700,2
4105,0,254700,2
4106,25,254725,2
4107,25,254750,2
4108,0,254750,2
4109,0,254750,2
4110,0,254750,2
4111,25,254775,2
4112,25,254800,2
4113,0,254800,2
4114,25,254825,2
4115,0,254825,2
4116,0,254825,2
4117,25,254850,2
4118,0,254850,2
4119,0,254850,2
4120,0,254850,2
4121,0,254850,2
4122,25,254875,2
4123,25,254900,2
4124,25,254925,2
4125,0,254925,2
4126,0,254925,2
4127,0,254925,2
4128,0,254925,2
4129,0,254925,2
4130,25,254950,2
4131,25,254975,2
4132,25,255000,2
4133,0,255000,2
4134,0,255000,2
4135,0,255000,2
4136,25,255025,2
4137,25,255050,2
4138,25,255075,2
4139,25,255100,2
4140,25,255125,2
4141,25,255150,2
4142,0,255150,2
4143,0,255150,2
4144,0,255150,2
4145,25,255175,2
4146,0,255175,2
4147,25,255200,2
4148,0,255200,2
4149,0,255200,2
4150,25,255225,2
4151,25,255250,2
4152,0,255250,2
4153,25,255275,2
4154,0,255275,2
4155,0,255275,2
4156,0,255275,2
4157,0,255275,2
4158,0,255275,2
4159,25,255300,2
4160,0,255300,2
4161,0,255300,2
4162,25,255325,2
4163,25,255350,2
4164,0,255350,2
4165,25,255375,2
4166,0,255375,2
4167,0,255375,2
4168,0,255375,2
4169,25,255400,2
4170,25,255425,2
4171,25,255450,2
4172,0,255450,2
4173,0,255450,2
4174,0,255450,2
4175,0,255450,2
4176,0,255450,2
4177,0,255450,2
4178,0,255450,2
4179,25,255475,2
4180,25,255500,2
4181,25,255525,2
4182,0,255525,2
4183,25,255550,2
4184,0,255550,2
4185,0,255550,2
4186,0,255550,2
4187,25,255575,2
4188,0,255575,2
4189,0,255575,2
4190,0,255575,2
4191,0,255575,2
4192,0,255575,2
4193,0,255575,2
4194,25,255600,2
4195,0,255600,2
4196,25,255625,2
4197,0,255625,2
4198,0,255625,2
4199,0,255625,2
4200,0,255625,2
4201,0,255625,2
4202,25,255650,2
4203,0,255650,2
4204,0,255650,2
4205,0,255650,2
4206,0,255650,2
4207,25,255675,2
4208,25,255700,2
4209,0,255700,2
4210,0,255700,2
4211,25,255725,2
4212,0,255725,2
4213,0,255725,2
4214,0,255725,2
4215,25,255750,2
4216,0,255750,2
4217,0,255750,2
4218,25,255775,2
4219,0,255775,2
4220,0,255775,2
4221,0,255775,2
4222,25,255800,2
4223,0,255800,2
4224,0,255800,2
4225,0,255800,2
4226,25,255825,2
4227,25,255850,2
4228,0,255850,2
4229,0,255850,2
4230,0,255850,2
4231,0,255850,2
4232,0,255850,2
4233,25,255875,2
4234,25,255900,2
4235,25,255925,2
4236,0,255925,2
4237,0,255925,2
4238,25,255950,2
4239,25,255975,2
4240,0,255975,2
4241,0,255975,2
4242,0,255975,2
4243,0,255975,2
4244,0,255975,2
4245,0,255975,2
4246,0,255975,2
4247,25,256000,2
4248,0,256000,2
4249,0,256000,2
4250,25,256025,2
4251,0,256025,2
4252,0,256025,2
4253,0,256025,2
4254,0,256025,2
4255,25,256050,2
4256,0,256050,2
4257,25,256075,2
4258,0,256075,2
4259,0,256075,2
4260,0,256075,2
4261,0,256075,2
4262,0,256075,2
4263,0,256075,2
4264,0,256075,2
4265,0,256075,2
4266,0,256075,2
4267,0,256075,2
4268,25,256100,2
4269,25,256125,2
4270,0,256125,2
4271,0,256125,2
4272,0,256125,2
4273,25,256150,2
4274,0,256150,2
4275,0,256150,2
4276,0,256150,2
4277,0,256150,2
4278,0,256150,2
4279,0,256150,2
4280,0,256150,2
4281,0,256150,2
